id_evento,data_evento,hora_evento,bairro,municipio,uf,latitude,longitude,tipo_evento,intensidade_evento,precipitacao_mm,duracao_horas,velocidade_vento_kmh,temperatura_celsius,umidade_relativa,nivel_mare_cm,area_afetada_m2,residencias_afetadas,populacao_afetada,nivel_alerta,tempo_resposta_horas,orgao_responsavel,status_atendimento,descricao_ocorrencia,custo_estimado_reais,Fluxo_agua_m2_seg,Total_acumulad0_L,Altura_cm
0217,2024-10-03,16:00,Centro,Santos,SP,-23.933355,-46.324958,alagamento,leve,141.1,10.63,34.3,17.7,54,246,1382,98,92,alto,8.13,Defesa Civil,concluído,Omnis nemo quas beatae earum voluptatibus tenetur labore pariatur nemo.,294726.99,84,40,197
0218,2023-01-24,13:44,Gonzaguinha,Santos,SP,-23.893806,-46.267722,granizo,leve,63.5,3.96,83.6,27.4,74,182.2,1830,30,654,baixo,2.97,Defesa Civil,concluído,Saepe beatae eius optio voluptatibus suscipit tenetur iusto dolorem et ipsum.,292590.72,41,10,178
0219,2025-09-18,01:25,Itararé,Praia Grande,SP,-23.856631,-46.251305,inundação,moderada,75.1,2.85,75.9,37.3,66,166.7,3399,16,695,baixo,21.53,Prefeitura,pendente,Sunt itaque in nesciunt fugit ullam deleniti natus facere harum dolores.,175992.72,146,48,43
0220,2023-04-23,04:31,Itararé,Guarujá,SP,-23.861274,-46.276958,vento intenso,leve,162.5,2.69,22.7,15.7,96,222.8,2709,48,855,moderado,4.43,Prefeitura,pendente,Aliquid ad sint corporis amet illo maxime eaque.,77260.25,22,139,91
0221,2025-02-10,03:11,Boqueirão,Santos,SP,-23.897429,-46.317262,maré alta,leve,191.6,10.71,15.7,22.2,64,211,1422,20,9,moderado,7.58,Defesa Civil,em andamento,Non vel porro sit repudiandae at similique inventore dolore repudiandae laboriosam culpa atque esse sit.,34576.15,5,196,129
0222,2025-02-03,19:04,Aparecida,Santos,SP,-23.853335,-46.276421,alagamento,severa,153.8,11.38,9.8,22,61,43,35,80,274,alto,22.33,Defesa Civil,em andamento,Nisi quo dolores illo molestiae magni nobis explicabo iure doloribus optio quis consectetur eum.,428865.13,56,77,156
0223,2023-11-20,11:05,Vila Margarida,São Vicente,SP,-23.916544,-46.309897,inundação,severa,107.4,0.79,11.9,33.5,98,212.6,392,171,621,baixo,3.65,Polícia Militar,em andamento,Nemo labore pariatur earum eos alias amet fugit dolore alias error.,321382.1,116,161,89
0224,2025-04-01,18:32,Embaré,Santos,SP,-23.887917,-46.299366,inundação,severa,102.6,11.38,70.3,24.6,60,62.6,73,89,916,baixo,13.3,Polícia Militar,pendente,At rem nisi ab esse provident quo provident molestiae voluptate.,215913.48,135,140,66
0225,2023-11-05,12:23,Embaré,Santos,SP,-23.91322,-46.264855,maré alta,severa,65.4,5.71,29.5,24.6,67,90.5,2561,71,814,moderado,7.29,Polícia Militar,pendente,Animi vel iste voluptate nihil similique facere quasi dolore aut voluptates iure consequuntur.,54656.77,88,103,154
0226,2023-05-06,06:27,Vila Margarida,Praia Grande,SP,-23.911623,-46.345131,granizo,severa,137,5.89,107.1,33.2,58,54.1,2347,197,850,moderado,7.24,Defesa Civil,pendente,Totam explicabo saepe unde iusto occaecati hic tempore illum ducimus rerum.,184663.41,140,77,199
0227,2024-09-11,01:19,Gonzaguinha,São Vicente,SP,-23.893614,-46.289676,vento intenso,leve,154.5,2.08,106.3,26.3,59,188.6,3006,124,865,baixo,4.98,Polícia Militar,pendente,Magnam eum beatae nulla corrupti voluptas nemo labore earum unde vero voluptatum omnis accusantium provident.,236598.16,141,138,91
0228,2023-05-17,02:34,Centro,Santos,SP,-23.944773,-46.253926,chuva forte,leve,152.2,1.49,91.3,28.6,60,208.6,1342,12,583,moderado,18.91,Corpo de Bombeiros,pendente,Omnis tenetur beatae asperiores quidem eaque perspiciatis itaque quisquam fugiat quae voluptatibus fuga.,132794,124,13,169
0229,2024-01-29,23:33,Parque Bitaru,Mongaguá,SP,-23.908502,-46.34038,chuva forte,severa,98.7,7.29,103.5,29.7,93,118.4,1517,135,803,alto,13.07,Polícia Militar,em andamento,Eius quas vel dicta doloremque cum provident quasi reprehenderit consequatur.,168737.13,142,81,149
0230,2024-05-21,23:18,Embaré,Guarujá,SP,-23.915067,-46.288323,inundação,forte,8.6,7.26,60.8,37.1,88,93.6,1890,134,40,baixo,16.93,Corpo de Bombeiros,concluído,Voluptas est possimus error omnis illum sapiente beatae eos dolores ea fugiat fugit.,374224.48,67,186,62
0231,2023-08-25,16:37,Embaré,Santos,SP,-23.859992,-46.325368,vento intenso,leve,111.5,4.03,2.3,18.2,49,102,4493,76,41,alto,14.04,Defesa Civil,em andamento,Aliquam at sit vel deleniti a quaerat sit quo dignissimos veniam sunt quam.,25581.39,32,59,167
0232,2023-02-17,01:53,Vila Margarida,Praia Grande,SP,-23.928373,-46.267828,vento intenso,moderada,99.4,0.69,75.5,16.8,61,19.2,3774,15,908,moderado,4.08,Polícia Militar,concluído,Dolor provident nobis ab quae impedit eveniet nulla vel mollitia ea corrupti.,161238.08,58,199,117
0233,2023-02-12,15:18,Parque Bitaru,Guarujá,SP,-23.898102,-46.307712,granizo,leve,183.3,6.14,28.6,27,67,50.9,2680,171,626,moderado,13.72,Polícia Militar,pendente,Corporis ullam beatae commodi ea fugiat dolor magni harum delectus voluptas numquam necessitatibus.,226116.76,150,177,167
0234,2023-12-01,07:01,Catiapoã,Santos,SP,-23.912459,-46.325358,maré alta,moderada,77.3,11.69,16.5,32.2,86,157.8,4152,61,523,baixo,2.19,Defesa Civil,em andamento,Vero voluptate labore quas debitis harum tenetur necessitatibus ullam esse ipsum blanditiis ea dolore voluptates ex.,191118.74,148,171,76
0235,2023-08-16,22:02,Aparecida,Santos,SP,-23.876906,-46.312185,inundação,leve,107.2,4.42,62.4,19.9,54,159.7,1036,171,555,alto,11.23,Prefeitura,em andamento,Provident molestias et quis repudiandae quaerat quo ratione aspernatur a quas suscipit provident quibusdam ipsum consequatur.,328928.52,11,1,188
0236,2023-12-16,21:42,Embaré,Santos,SP,-23.902902,-46.341975,chuva forte,leve,28.4,6.45,103.6,24.4,69,180.9,1883,90,307,alto,19.34,Corpo de Bombeiros,concluído,Quisquam nesciunt corporis labore ab impedit ipsum praesentium assumenda aut consequuntur debitis atque vitae in.,311035.39,102,127,58
0237,2024-08-04,18:26,Boqueirão,São Vicente,SP,-23.913249,-46.322785,maré alta,leve,85.7,9.95,32.2,28.9,81,216.7,1130,106,135,moderado,6.87,Prefeitura,pendente,Iusto distinctio iste vero adipisci ratione est consequatur sint vitae necessitatibus temporibus sint.,298860.63,89,184,136
0238,2024-02-27,19:10,Centro,São Vicente,SP,-23.929359,-46.33631,granizo,forte,63.7,2.77,76.6,23.9,81,194.9,307,66,841,emergência,1.34,Defesa Civil,em andamento,Ut deleniti natus corporis consequatur eos praesentium illo sequi illum facere nobis.,477778.27,145,8,29
0239,2025-10-06,13:37,Japuí,Guarujá,SP,-23.93961,-46.313181,alagamento,forte,70.8,10.79,80.8,27.4,100,241.4,3288,164,696,baixo,2.43,Defesa Civil,em andamento,Tenetur rem doloribus maxime amet ducimus atque eos praesentium quia temporibus veritatis.,198441.41,73,85,191
0240,2025-10-07,06:23,Japuí,São Vicente,SP,-23.89597,-46.314907,granizo,forte,78.8,1.31,43.6,19.3,71,152.6,2996,33,999,baixo,6.66,Defesa Civil,concluído,Perferendis sit placeat ex nemo dolores ab corporis.,299911.66,123,163,134
0241,2023-08-13,14:46,Centro,Santos,SP,-23.923126,-46.287783,maré alta,moderada,111.6,5.91,56,26.9,71,224.4,1780,92,49,baixo,17.41,Defesa Civil,concluído,Voluptatum itaque recusandae incidunt sunt odio occaecati illum.,186728.32,54,83,111
0242,2025-08-25,10:49,Itararé,Mongaguá,SP,-23.87915,-46.315094,vento intenso,severa,144,5.71,39.2,30.4,99,139.4,4494,155,452,emergência,6.37,Prefeitura,concluído,Cumque perferendis animi laudantium temporibus vel expedita blanditiis deleniti corrupti amet perferendis ipsa facilis cupiditate.,475113.47,136,143,152
0243,2024-11-03,20:57,Japuí,Guarujá,SP,-23.9096,-46.250824,maré alta,severa,122.8,6.73,67.7,34.1,50,157.3,507,20,609,baixo,12.08,Polícia Militar,em andamento,Recusandae odio ipsa aspernatur dignissimos aliquid adipisci voluptate eos quas pariatur amet commodi.,212064.25,88,15,115
0244,2024-01-08,08:18,Parque Bitaru,Santos,SP,-23.873456,-46.324508,alagamento,moderada,35.6,3.84,98.4,35.3,82,112.3,4372,153,168,alto,2.72,Prefeitura,em andamento,Culpa cupiditate dolor doloremque nihil sit placeat quaerat aut.,487389.5,150,190,78
0245,2025-02-01,07:58,Centro,São Vicente,SP,-23.858906,-46.292032,inundação,forte,111.9,1.74,7.7,33.6,89,187.4,3146,33,85,emergência,21.38,Prefeitura,pendente,Reiciendis rerum non ullam natus ratione magnam delectus.,345762.93,166,123,62
0246,2025-10-26,21:39,Embaré,Santos,SP,-23.89733,-46.263194,chuva forte,forte,166.4,11.61,26.3,28.3,58,79.9,663,4,326,baixo,12.89,Prefeitura,em andamento,Nisi nisi assumenda nostrum perferendis aliquam iste itaque perferendis.,387546.03,169,78,101
0247,2025-10-29,08:18,Vila Margarida,Guarujá,SP,-23.905929,-46.312135,vento intenso,severa,102.2,3.88,48.1,21.7,69,164.1,2615,164,198,alto,17.17,Prefeitura,pendente,Aut iure enim eveniet eligendi accusantium dolore.,361375.46,36,178,56
0248,2025-08-10,15:42,Catiapoã,Guarujá,SP,-23.944472,-46.292267,granizo,moderada,101.7,3.21,0.9,22.6,96,156.9,4762,195,617,baixo,6.67,Corpo de Bombeiros,em andamento,Blanditiis provident quae tempore ea ipsum laborum ex vitae.,327705.48,112,80,167
0249,2025-09-24,12:20,Vila Margarida,Guarujá,SP,-23.892187,-46.297214,granizo,leve,63.6,2.79,20.9,35.1,77,224.9,1238,16,246,alto,16.63,Prefeitura,concluído,Iure ipsa saepe atque quis iusto adipisci aperiam inventore sapiente nesciunt.,427760.99,47,74,193
0250,2025-07-02,02:02,Vila Margarida,Santos,SP,-23.856329,-46.294663,chuva forte,leve,101.5,11.57,57.2,19.9,58,245.5,615,132,666,moderado,1.41,Prefeitura,em andamento,Non eaque fuga ipsa molestiae amet iusto ipsam molestias earum porro.,33930.58,27,111,39
0251,2025-03-04,11:15,Centro,Santos,SP,-23.91374,-46.252822,chuva forte,forte,86.4,9.28,39.5,28,74,214.7,3989,53,621,emergência,18.05,Defesa Civil,concluído,Perspiciatis porro quibusdam animi quam eos ab aut ut beatae ex dolores provident omnis velit.,133282.02,164,52,121
0252,2024-12-20,16:35,Centro,Praia Grande,SP,-23.918931,-46.288614,inundação,severa,190.5,6.12,67.2,31.2,93,152,4682,49,794,moderado,3.91,Defesa Civil,concluído,Facere praesentium officiis sunt accusamus quae suscipit impedit voluptatum at.,495217.11,103,85,98
0253,2023-03-10,18:39,Gonzaguinha,Guarujá,SP,-23.910524,-46.268571,alagamento,moderada,51.7,7.72,94.7,29.6,54,206.9,1566,15,483,alto,17.08,Corpo de Bombeiros,concluído,Explicabo odio recusandae rerum assumenda tempore eligendi natus vitae adipisci commodi provident saepe.,220349.38,61,11,69
0254,2024-11-12,21:50,Vila Margarida,Guarujá,SP,-23.881478,-46.314437,vento intenso,forte,94,3.26,9.3,32.5,63,110.7,1941,179,914,alto,18.26,Corpo de Bombeiros,concluído,Odit recusandae et officia quo deserunt dolorem repudiandae eum quisquam pariatur hic voluptatem iste deserunt.,429269.33,165,169,180
0255,2025-10-14,13:21,Boqueirão,Mongaguá,SP,-23.915882,-46.345032,granizo,severa,166.7,7.65,48.8,28.3,92,93.5,4511,184,668,moderado,2.94,Defesa Civil,em andamento,Cumque accusantium perferendis magni doloremque eos nihil aliquid animi iure non animi nostrum blanditiis.,374739.79,177,123,107
0256,2024-08-08,20:15,Embaré,Praia Grande,SP,-23.937559,-46.252098,granizo,leve,162.9,11.83,8.5,24.5,64,7.5,2677,111,846,baixo,12.24,Prefeitura,pendente,Dolorum odio iste error magni ipsum sapiente fuga voluptates quod architecto fugit dolor rem porro commodi.,431550.76,144,173,32
0257,2025-03-02,13:40,Vila Margarida,Praia Grande,SP,-23.941207,-46.317522,chuva forte,forte,110.2,3.04,20.4,18.1,93,206.7,2710,125,69,emergência,8.82,Corpo de Bombeiros,concluído,Explicabo perspiciatis alias quis enim ab quidem cum fugiat perspiciatis inventore atque.,146350.03,89,152,179
0258,2025-06-02,01:29,Embaré,Praia Grande,SP,-23.923772,-46.2843,chuva forte,leve,157.4,8.1,14,33.1,98,78,3181,77,715,alto,14.41,Defesa Civil,concluído,Voluptatem ad provident facilis blanditiis earum laboriosam nostrum consequatur assumenda adipisci aliquid voluptatibus nihil expedita.,393591.53,65,35,23
0259,2024-06-04,22:50,Centro,Guarujá,SP,-23.88701,-46.266956,vento intenso,severa,136.5,11.32,14.3,20.1,91,237.7,4703,129,65,alto,2.02,Polícia Militar,em andamento,Culpa assumenda enim fugit repellat eum dolores rerum.,116213.03,189,23,90
0260,2025-10-01,06:33,Japuí,Guarujá,SP,-23.867278,-46.295825,inundação,leve,169.3,6.7,10.2,18.5,54,81.4,2372,109,15,moderado,9.85,Prefeitura,em andamento,Autem ex dolorum corrupti officiis tempore nostrum ratione.,35589,62,25,93
0261,2025-09-13,00:45,Vila Margarida,Praia Grande,SP,-23.931445,-46.282773,inundação,leve,14.4,7.39,50.3,32.5,56,205.9,1558,105,428,emergência,14.91,Polícia Militar,em andamento,Occaecati eaque officiis iusto vitae autem esse odit numquam.,271658.69,89,45,48
0262,2025-05-19,18:30,Itararé,Guarujá,SP,-23.895606,-46.276119,maré alta,moderada,97.2,6.05,8.5,18.1,60,240.5,2538,34,717,alto,20.57,Corpo de Bombeiros,em andamento,Labore nulla ipsum doloremque atque impedit architecto aliquam placeat repellat pariatur beatae occaecati.,458827.8,181,49,5
0263,2023-03-20,20:39,Parque Bitaru,Santos,SP,-23.912961,-46.320277,inundação,moderada,34.1,2.79,25.2,24.3,99,123.7,3947,30,904,emergência,3.36,Corpo de Bombeiros,em andamento,In nisi eum nemo totam provident cupiditate fugiat esse veniam delectus incidunt dicta.,185048.68,85,175,47
0264,2025-06-27,02:26,Embaré,Praia Grande,SP,-23.854891,-46.328434,maré alta,severa,47.9,1.75,84.8,28.6,54,115.2,4779,47,678,moderado,8.7,Defesa Civil,concluído,Eius iste vitae quasi consequatur nulla eos.,335643.8,33,73,45
0265,2023-05-31,04:15,Boqueirão,Mongaguá,SP,-23.940239,-46.306825,alagamento,severa,196.2,6.07,5.9,17.6,81,164.6,123,167,335,alto,12.2,Prefeitura,em andamento,Numquam rem sequi cumque nemo corporis recusandae.,187342.28,193,30,17
0266,2023-10-08,13:23,Centro,Santos,SP,-23.866446,-46.330451,granizo,severa,49.6,8.88,23.7,15.7,89,225,3408,27,127,emergência,4.76,Prefeitura,pendente,Nam perferendis non neque in dolorum necessitatibus ducimus ab aut iure provident commodi.,270441.52,33,7,4
0267,2024-11-05,03:02,Catiapoã,Praia Grande,SP,-23.912181,-46.334904,inundação,severa,189.4,8.05,59,17.4,96,65.7,3032,28,764,moderado,4.66,Defesa Civil,pendente,Labore quod expedita in pariatur eligendi aspernatur possimus.,188451.6,43,55,185
0268,2023-09-14,12:24,Gonzaguinha,Praia Grande,SP,-23.887939,-46.326757,granizo,moderada,177.5,0.81,28.1,19,78,184.5,4961,156,200,emergência,11.25,Defesa Civil,em andamento,A minima temporibus dignissimos blanditiis necessitatibus eaque temporibus aliquid quibusdam molestiae veritatis in.,158408.33,96,67,28
0269,2024-08-07,13:34,Japuí,Mongaguá,SP,-23.949723,-46.283843,granizo,leve,58.2,7.35,109.2,30.9,57,86.4,1717,195,871,emergência,10.97,Prefeitura,pendente,Id rem reiciendis quidem ullam debitis animi dolorem esse corporis nesciunt id quisquam aut reprehenderit nesciunt.,300447.28,47,91,178
0270,2024-03-27,18:23,Boqueirão,Mongaguá,SP,-23.900208,-46.31772,alagamento,moderada,117,9.07,0.2,17,57,84.4,3257,23,350,moderado,18.12,Defesa Civil,pendente,Ab illum earum architecto eum doloribus alias.,132969.29,49,107,131
0271,2025-05-26,02:14,Catiapoã,São Vicente,SP,-23.876057,-46.258349,inundação,severa,102.9,2.27,49.2,24,44,102.1,2354,65,340,emergência,9.59,Polícia Militar,em andamento,Sunt veritatis dignissimos eaque culpa ducimus error.,3536.71,39,119,9
0272,2023-04-24,06:54,Embaré,Santos,SP,-23.933406,-46.29057,alagamento,leve,138.2,10.09,108.6,35.2,67,37.1,2860,52,641,moderado,13.25,Polícia Militar,pendente,Doloremque tempore vel libero ullam nam doloribus.,6339.34,32,192,135
0273,2023-01-15,15:52,Vila Margarida,São Vicente,SP,-23.934862,-46.275399,maré alta,leve,128.7,6.03,80.6,21.2,44,29.5,3523,150,172,emergência,20.85,Polícia Militar,em andamento,Tenetur repellat repellendus dolorem earum laudantium repellendus asperiores ratione.,155340.1,60,76,128
0274,2024-06-05,10:51,Catiapoã,Mongaguá,SP,-23.92157,-46.262144,maré alta,moderada,104.9,9.53,111.5,30.1,63,87.6,4825,97,313,baixo,19.82,Polícia Militar,concluído,Voluptas doloribus cupiditate corporis unde accusamus ipsa dignissimos.,65237.03,173,160,151
0275,2025-03-16,10:22,Japuí,Santos,SP,-23.881429,-46.261433,alagamento,severa,14.2,6.38,30.9,31.5,40,193,4089,160,368,alto,20.55,Polícia Militar,pendente,Consectetur modi necessitatibus et perspiciatis sit asperiores iusto.,37392.43,184,90,84
0276,2025-03-05,02:43,Japuí,Santos,SP,-23.921394,-46.263766,alagamento,leve,6.9,8.37,25.8,30.8,61,208.3,1084,52,192,alto,14.47,Defesa Civil,em andamento,Veritatis amet eum aperiam laudantium ad expedita.,430820.83,101,91,182
0277,2023-09-30,16:46,Centro,Praia Grande,SP,-23.861144,-46.323626,granizo,severa,52.1,10.72,3.3,37.6,92,246,4670,166,905,moderado,23.91,Polícia Militar,concluído,Repellendus temporibus minus harum officia possimus mollitia nam itaque assumenda.,55566.31,92,17,112
0278,2024-11-22,15:10,Parque Bitaru,Santos,SP,-23.927508,-46.255773,vento intenso,forte,102,7.35,28.2,30,61,211.1,1276,56,613,moderado,19.98,Defesa Civil,em andamento,Accusamus quisquam temporibus voluptas suscipit corporis iure mollitia vel corrupti velit nostrum accusantium.,349637.56,130,98,65
0279,2024-11-02,09:02,Aparecida,Mongaguá,SP,-23.901464,-46.259965,granizo,severa,87.7,2.05,35,17.3,63,21,183,28,365,baixo,2.16,Defesa Civil,em andamento,Id amet quod voluptas ipsam dicta porro consequatur sit eum sequi doloremque impedit.,29741.37,116,157,21
0280,2024-02-28,15:41,Centro,Mongaguá,SP,-23.90393,-46.314711,alagamento,severa,101.9,0.55,65.8,31.3,78,127.2,235,175,141,baixo,5.17,Prefeitura,concluído,Rerum velit eius natus voluptatibus esse blanditiis.,441604.4,73,141,81
0281,2023-08-22,16:43,Parque Bitaru,Mongaguá,SP,-23.924699,-46.28744,granizo,leve,41.4,8.77,79.9,29.7,40,193.6,4431,127,203,baixo,7.56,Prefeitura,em andamento,Autem neque ullam eaque ipsam ad quaerat reprehenderit molestias error assumenda.,150253.24,105,44,195
0282,2024-03-19,13:22,Parque Bitaru,São Vicente,SP,-23.91236,-46.283835,vento intenso,severa,169.3,5.85,34.6,15.9,90,174,4117,167,197,moderado,6.28,Prefeitura,pendente,Dolores optio tenetur beatae officia ex accusantium molestias et incidunt quasi blanditiis laboriosam eius.,325276.33,26,114,26
0283,2023-06-24,19:18,Aparecida,Mongaguá,SP,-23.855964,-46.270104,inundação,leve,149.1,1.74,117.6,31.5,89,200,3923,166,295,emergência,16.42,Polícia Militar,pendente,Similique voluptatum recusandae debitis illum tempora iusto cum ipsam sed.,200696.16,31,189,115
0284,2024-03-12,18:07,Centro,Guarujá,SP,-23.865299,-46.345948,inundação,leve,161.1,1.06,96.7,30.9,92,31.3,2145,124,330,baixo,15.13,Prefeitura,em andamento,Molestiae perferendis similique sint eos at quia ipsam amet voluptatum a.,371709.14,75,20,57
0285,2024-03-11,18:40,Aparecida,São Vicente,SP,-23.94583,-46.328483,alagamento,severa,139.7,9.8,89.6,21.8,76,162.8,3129,84,57,emergência,10.84,Defesa Civil,pendente,Tempore illo error ducimus error quas expedita perspiciatis error quod sequi dolorem delectus ullam expedita repellat.,163095.36,192,71,81
0286,2024-11-03,04:54,Itararé,Mongaguá,SP,-23.868248,-46.296671,alagamento,forte,45.3,6.68,114.4,35.2,93,54.1,2850,2,774,baixo,13.36,Prefeitura,concluído,Error amet amet architecto vel maxime in aperiam.,74048.37,62,147,94
0287,2025-04-13,04:36,Boqueirão,São Vicente,SP,-23.886228,-46.268954,inundação,forte,60.6,4.84,85.6,35.9,69,211.3,1866,50,496,alto,7.35,Polícia Militar,em andamento,Modi nulla quibusdam voluptatem ad omnis id veniam velit assumenda accusamus maiores sed officiis id.,259653.29,152,137,88
0288,2023-03-05,08:18,Japuí,Santos,SP,-23.892393,-46.27313,granizo,forte,45.4,11.35,28.9,24.2,81,66.1,993,59,733,alto,6.49,Defesa Civil,concluído,Dolore quis cum a omnis vel ratione voluptatibus beatae odio provident corrupti.,262400.23,35,157,52
0289,2023-12-04,09:28,Boqueirão,Santos,SP,-23.858045,-46.340033,alagamento,moderada,98.1,0.41,52.3,22.9,54,7,1627,4,122,baixo,23.02,Defesa Civil,em andamento,Illo ipsam ea neque laudantium corporis perspiciatis sint.,98944.32,134,29,109
0290,2024-09-22,18:07,Aparecida,Guarujá,SP,-23.935586,-46.326661,alagamento,severa,17,9.39,17.7,30.7,71,118.5,4009,78,852,alto,23.41,Defesa Civil,concluído,Facere repellat quam qui iste laborum fuga vel expedita necessitatibus expedita nam culpa tenetur excepturi consequuntur.,163219.21,171,180,118
0291,2023-09-18,12:20,Vila Margarida,Mongaguá,SP,-23.898839,-46.273716,chuva forte,severa,170.4,7.64,20.6,32.4,42,55.7,1141,61,423,baixo,2.74,Polícia Militar,pendente,Corrupti laboriosam voluptatum libero omnis ea dolores maiores dolorum voluptatem porro repellendus deleniti doloremque aliquid libero.,324255.4,62,17,16
0292,2025-09-13,23:22,Centro,Santos,SP,-23.919176,-46.263962,maré alta,leve,26.6,3.16,31.7,20.5,98,49,438,164,109,baixo,7.57,Defesa Civil,pendente,Quas commodi earum esse sit veniam temporibus tenetur molestiae voluptates fugit occaecati.,119649.5,18,79,100
0293,2024-11-15,09:02,Japuí,Praia Grande,SP,-23.862329,-46.308838,maré alta,moderada,51.1,11.52,42.1,37.4,53,14,4848,68,257,baixo,20.55,Prefeitura,em andamento,Nulla quas veniam aliquam dolore id quasi repellat nobis perspiciatis illum.,206946.9,107,69,52
0294,2024-08-04,16:52,Boqueirão,Santos,SP,-23.92518,-46.272845,granizo,moderada,139.1,9.94,60.2,24.4,85,186.9,760,65,58,baixo,2.29,Polícia Militar,pendente,In voluptas nam maxime harum explicabo animi molestiae voluptatem et fugiat id veniam aut.,487936.59,143,72,94
0295,2023-02-10,16:19,Aparecida,Guarujá,SP,-23.878873,-46.345761,chuva forte,leve,166.8,8.08,3.3,34.7,77,13.7,625,173,506,alto,7.57,Prefeitura,concluído,Quae veritatis quis numquam tempore cum suscipit in voluptas ducimus aspernatur culpa consectetur nobis cumque inventore.,200891.07,28,1,12
0296,2023-12-23,12:16,Parque Bitaru,Guarujá,SP,-23.946191,-46.302989,granizo,moderada,53.8,10.89,90.9,31.3,94,184.3,534,41,785,baixo,4.76,Defesa Civil,em andamento,Magni officia rerum deleniti dignissimos eligendi rem eius praesentium iusto.,324830.53,200,24,146
0297,2024-12-06,23:42,Embaré,Guarujá,SP,-23.87778,-46.265576,inundação,moderada,90.7,11.77,105,19.8,67,114.6,4311,129,426,emergência,10.85,Polícia Militar,pendente,Beatae autem nisi excepturi provident tempore itaque tempore possimus illum maiores facere.,70624.28,79,171,34
0298,2024-12-29,02:32,Centro,Mongaguá,SP,-23.936412,-46.263369,inundação,leve,164,5.39,43.8,28.2,79,89.1,232,132,989,baixo,17.92,Defesa Civil,em andamento,Autem atque sed praesentium labore itaque ipsum consectetur illum.,422841.78,9,45,135
0299,2023-07-22,20:01,Catiapoã,Santos,SP,-23.910142,-46.277618,inundação,moderada,126,0.11,107.6,34.1,59,116.4,3938,116,774,alto,16.12,Polícia Militar,pendente,Suscipit sapiente aperiam fuga distinctio error ipsam sint consectetur autem quasi dolorum fugit quaerat consectetur.,398745.6,36,18,1
0300,2023-03-01,14:22,Aparecida,Praia Grande,SP,-23.855815,-46.251544,granizo,forte,97.4,9.35,35.2,30.2,94,176.6,863,82,766,moderado,8.65,Corpo de Bombeiros,concluído,Officiis delectus iure est dolores illum amet sequi necessitatibus iste suscipit consectetur perferendis ipsa eaque rerum.,312325.3,57,113,35
0301,2025-04-06,15:18,Aparecida,Mongaguá,SP,-23.889452,-46.308486,vento intenso,severa,99.5,4.39,86.3,17.6,68,194.4,3506,21,115,moderado,15.18,Defesa Civil,pendente,Ab repellendus debitis tenetur sit repellat tempora rerum.,356243.51,122,181,125
0302,2023-02-11,16:26,Gonzaguinha,Mongaguá,SP,-23.932626,-46.312498,inundação,leve,54.6,11.48,4.6,22.7,62,140.6,1308,0,318,emergência,15.86,Defesa Civil,concluído,Excepturi vitae at aliquid temporibus perspiciatis culpa ducimus.,211023.12,76,98,34
0303,2023-01-16,15:38,Centro,Santos,SP,-23.926009,-46.255244,inundação,moderada,111.4,3.9,65.3,34.3,66,14.7,1278,151,541,baixo,4.92,Prefeitura,concluído,Aliquam nostrum illum magni dolorum ab nesciunt possimus nostrum provident fugit accusantium dignissimos voluptates.,483277.58,153,62,65
0304,2024-04-27,08:05,Boqueirão,Mongaguá,SP,-23.930646,-46.335556,inundação,severa,55.4,0.36,26.4,29.1,61,146.2,1303,18,339,baixo,11.01,Defesa Civil,concluído,Incidunt modi praesentium minus vero velit error laborum veritatis eaque vero esse iure.,314532.79,130,20,96
0305,2023-10-13,04:55,Aparecida,Praia Grande,SP,-23.919742,-46.288962,granizo,leve,164.8,0.79,29.8,37.5,61,102.7,642,195,474,baixo,18.13,Corpo de Bombeiros,concluído,Assumenda molestiae quaerat mollitia modi dignissimos enim fugit cum molestias earum.,458852.91,14,78,181
0306,2023-02-22,23:25,Gonzaguinha,São Vicente,SP,-23.915816,-46.286683,maré alta,leve,143.5,10.72,90.4,33.9,65,43.5,4655,142,553,moderado,22.26,Defesa Civil,pendente,Provident expedita distinctio consequuntur maiores dicta commodi earum laborum praesentium.,179422.37,132,55,71
0307,2023-11-02,20:02,Centro,Praia Grande,SP,-23.863095,-46.292797,alagamento,leve,24.6,5.63,93.6,16.5,61,220.4,2608,34,167,baixo,23.69,Polícia Militar,em andamento,Nisi aspernatur laboriosam qui maiores accusamus possimus cupiditate animi et expedita quo.,495317.83,24,165,25
0308,2025-01-01,09:51,Catiapoã,São Vicente,SP,-23.938897,-46.310019,maré alta,severa,186.3,8.59,19.8,26.6,98,39.7,2332,64,57,baixo,5.55,Defesa Civil,concluído,Nisi deserunt magnam ex sint architecto recusandae at nam.,141643.98,183,102,119
0309,2022-11-09,14:43,Parque Bitaru,São Vicente,SP,-23.907797,-46.261122,inundação,forte,132.7,2.28,0.2,34,93,142.9,4570,6,661,emergência,12.1,Defesa Civil,em andamento,Vel quasi eveniet voluptatum sequi inventore laborum ea molestias libero.,348226.63,152,56,189
0310,2024-11-28,17:17,Centro,Mongaguá,SP,-23.933107,-46.339764,alagamento,moderada,103.7,7.71,54.4,27.7,74,49.4,1525,145,722,alto,8.56,Defesa Civil,pendente,Cumque qui molestiae neque atque qui animi non eum incidunt vero nulla culpa impedit in ullam.,460950.2,164,24,32
